idindicador,idunidad,iddepto,nomdepto,2005,2006,2007,2008,2009,2010
ttdnesti,20,44,la guajira,50.06465435,48.10460895,46.14456354,44.18451813,42.22447273,40.26442732
pcrparin,1,68,santander,87.88,93.1,84.38,100,100,100
pcrparin,1,5,antioquia,94.12,95.08,98.31,95.16,100,100
ttdnesti,20,91,amazonas,NA,NA,NA,NA,NA,NA
ttdiesti,20,95,guaviare,39.47368421,38.72312536,37.95895022,37.18016607,36.40877598,35.60981964
ttdiesti,20,41,huila,14.35,14.03,13.71,13.4,13.08,12.76
pcrparin,1,15,boyaca,85.35,90.07,95,95,94.4,94.39
pcrparin,1,76,valle del cauca,99.42,98.77,96.51,100,98.82,99.36
ttdiesti,20,19,cauca,15.46,15.12,14.77,14.43,14.08,13.74
rgrtgfec,3,76,valle del cauca,NA,NA,NA,NA,NA,NA
pcrparin,1,15,boyaca,100,100,95.45,100,100,94.74
ttdiesti,20,86,putumayo,16.77,16.39,16.02,15.65,15.28,14.9
pcrparin,1,41,huila,88.41,84.49,93.5,96.19,95.15,97.84
ttdiesti,20,15,boyaca,17.82,17.11,16.39,15.68,14.97,14.26
ttdiesti,20,85,casanare,46.03,46.03,46.03,46.03,46.03,46.03
pcrparin,1,99,vichada,82.44,95.29,92.75,89.64,82.77,74.62
pcrparin,1,25,cundinamarca,98.6,97.09,97.58,97.09,96.15,98.84
pcrparin,1,23,cordoba,99.44,99.68,99.18,98.76,99.29,98.98
pcrparin,1,5,antioquia,88.89,95.52,92.23,99.06,96.77,95.73
pcrparin,1,54,n.santander,90.2,84.91,98.39,91.11,91.3,95.56
ttdiesti,20,5,antioquia,30.37,29.69,29.02,28.34,27.67,26.99
ttdiesti,20,41,huila,21.01,20.54,20.07,19.6,19.14,18.67
pcrparin,1,25,cundinamarca,99.07,99.08,98.06,97.06,100,100
ttdiesti,20,20,cesar,28.83,28.19,27.54,26.9,26.26,25.62
paemetmo,1,170,colombia,47.1,NA,NA,NA,NA,55.1
caelacex,5,NA,NA,2.9,NA,NA,NA,NA,2.9
pcrparin,1,68,santander,88.89,85.71,100,94.59,80,95
pcrparin,1,52,narino,70.77,93.07,90,98.36,100,98.33
ttdiesti,20,15,boyaca,13.1,12.71,12.32,11.92,11.53,11.14
ttdiesti,20,54,n.santander,12.69,12.41,12.12,11.84,11.56,11.28
ttdiesti,20,19,cauca,31.35,30.65,29.95,29.26,28.56,27.86
pbrmivih,1,76,valle del cauca,NA,NA,NA,2.3,3.4,1.2
pcrparin,1,52,narino,81.75,92.7,90.57,90.09,96.33,95.37
pgeembar,1,5,antioquia,22.1,NA,NA,NA,NA,19.8
ttdiesti,20,50,meta,23.3,22.78,22.26,21.75,21.23,20.71
pcrparin,1,54,n.santander,97.83,90.38,89.58,95.12,94.23,100
pcrparin,1,86,putumayo,80.21,77.42,77.48,82.56,81.55,82.56
ttdiesti,20,44,la guajira,21.89,21.23,20.58,19.92,19.26,18.61
pcrparin,1,52,narino,75.71,78.17,80.42,73.94,95.16,97.65
pcrparin,1,50,meta,98.48,98.21,96.77,96.08,100,100
ttdiesti,20,15,boyaca,30.4,30.4,30.4,30.4,30.4,30.4
pcrrncpn,1,19,cauca,72.8,75.65,77.48,79.07,79.05,81.48
ttdiesti,20,76,valle del cauca,16.14,15.76,15.37,14.99,14.61,14.22
ttdiesti,20,13,bolivar,40.09,38.76,37.43,36.11,34.78,33.45
ttdiesti,20,17,caldas,18.26,17.53,16.8,16.07,15.34,14.61
ttdiesti,20,15,boyaca,19.15,18.58,18,17.43,16.85,16.28
ttdiesti,20,5,antioquia,18.17,17.97,17.77,17.57,17.36,17.16
rgrtgfec,3,54,n.santander,NA,NA,NA,NA,NA,NA
pcrrncpn,1,81,arauca,81.59,81.45,81.39,82.18,81.51,81.7
pcrparin,1,68,santander,87.5,100,100,100,100,90.91
pcrparin,1,5,antioquia,98.39,97.06,95.45,95.77,95.95,95.59
pcrparin,1,94,guainia,NA,100,100,NA,100,NA
pcrparin,1,15,boyaca,96.35,95.41,92.59,98.28,97.94,97.92
ttdiesti,20,15,boyaca,21.58,20.72,19.86,18.99,18.13,17.27
ttdiesti,20,70,sucre,29.47,29.29,29.11,28.94,28.76,28.58
ttdiesti,20,68,santander,21.01,20.38,19.75,19.12,18.49,17.86
ttdiesti,20,54,n.santander,18.96,18.53,18.11,17.69,17.27,16.85
caelacex,5,86,putumayo,NA,NA,NA,NA,NA,1.5
pcrparin,1,5,antioquia,93.61,96.05,92.68,95.61,94.64,97.49
pcrparin,1,5,antioquia,98.73,98.47,99.05,97.97,98,97.67
ttdiesti,20,85,casanare,22.02,21.53,21.04,20.55,20.06,19.57
pcrparin,1,5,antioquia,99.44,99.55,99.14,98.48,98.59,99.26
ttdiesti,20,15,boyaca,26.73,25.93,25.13,24.32,23.52,22.72
pcrparin,1,76,valle del cauca,97.55,97.9,98.63,98.43,99.24,100
ttdiesti,20,15,boyaca,21.7,21.57,21.44,21.31,21.17,21.04
ttdiesti,20,15,boyaca,18.68,18.12,17.56,17,16.44,15.88
ctrmormt,17,15,boyaca,15,13,21,12,14,13
pcrparin,1,52,narino,71.05,75.95,73.51,65.79,65.71,60.84
ttdiesti,20,8,atlantico,21.07,20.83,20.6,20.37,20.13,19.9
pbrmivih,1,95,guaviare,NA,NA,NA,50,NA,0
ttdiesti,20,5,antioquia,17.99,17.59,17.19,16.79,16.39,15.99
ttdiesti,20,73,tolima,13.44,13.28,13.12,12.96,12.8,12.64
pcrparin,1,5,antioquia,97.37,95.83,88.64,98.36,95.56,92.16
pcrparin,1,76,valle del cauca,99.6,100,99.76,100,100,99.41
pcrparin,1,68,santander,90.63,90.48,94.44,94.59,91.67,92.11
ttdiesti,20,5,antioquia,17.08,16.89,16.7,16.51,16.32,16.13
ttdiesti,20,5,antioquia,16.46,16.27,16.09,15.91,15.72,15.54
ttdiesti,20,52,narino,23.2,22.94,22.69,22.43,22.17,21.91
pcrparin,1,52,narino,78.57,72.13,81.01,94.87,88.35,92.96
igrtgfec,2,88,san andres,NA,NA,NA,NA,NA,NA
pcrparin,1,70,sucre,97.32,98.41,96.3,98.19,97.69,96.09
pcrparin,1,44,la guajira,90.99,98.07,98.6,99.35,98.48,99.55
rtrmorpu,4,50,meta,69.09,75.43,96.89,38.05,51.48,46.31
pcrparin,1,25,cundinamarca,99.34,99.09,99.01,99.32,99.41,99.61
ttdiesti,20,54,n.santander,15.52,15.18,14.83,14.49,14.14,13.8
pbehtaco,1,NA,NA,NA,NA,6.04,NA,NA,NA
pcrparin,1,5,antioquia,99.04,99.06,100,97.77,98.75,99.38
pcrparin,1,15,boyaca,97.67,100,100,95.83,100,96
ttdiesti,20,85,casanare,35.79,35.79,35.79,35.79,35.79,35.79
pcrparin,1,99,vichada,89.14354644,94.5709282,93.96662388,87.8440367,85.1590106,82.72189349
ttdiesti,20,25,cundinamarca,14.28,14.12,13.96,13.8,13.64,13.48
pcrparin,1,5,antioquia,99.1,96.4,98.01,98.99,98.93,97.66
ttdiesti,20,52,narino,39.23,39.23,39.23,39.23,39.23,39.23
ttdiesti,20,68,santander,29.23,28.35,27.47,26.6,25.72,24.84
ttdiesti,20,52,narino,21.82,21.33,20.85,20.36,19.88,19.39
ttdiesti,20,41,huila,28.9,28.26,27.62,26.97,26.33,25.69
pcrparin,1,41,huila,78.66,80,83.16,78.82,66.35,76.56
pcrparin,1,73,tolima,86.4,90.95,85.44,79.91,83.51,92.05
pcrparin,1,5,antioquia,99.63,99.81,100,99.8,99.65,99.61
pcrparin,1,70,sucre,97.07,96.34,98.33,98.93,99.23,98.85
pcrparin,1,50,meta,81.58,100,93.1,96.15,96.43,100
pcrparin,1,5,antioquia,99.29,98.58,100,99.24,98.92,100
ttdiesti,20,76,valle del cauca,14.84,14.48,14.13,13.77,13.41,13.06
ttdiesti,20,13,bolivar,33.01,32.28,31.54,30.81,30.08,29.34
ttdiesti,20,97,vaupes,34.91,34.91,34.91,34.91,34.91,34.91
ttdiesti,20,27,choco,60.9,60.9,60.9,60.9,60.9,60.9
ttdiesti,20,52,narino,46.34,46.34,46.34,46.34,46.34,46.34
ttdiesti,20,73,tolima,14.77,14.59,14.42,14.24,14.07,13.89
ttdiesti,20,15,boyaca,31.92,30.65,29.37,28.09,26.82,25.54
caelacex,5,NA,NA,3.3,NA,NA,NA,NA,2.1
pcrparin,1,68,santander,96.23,100,95.92,92.98,97.92,92.59
pcrparin,1,23,cordoba,99.6,98.63,99.55,99.43,99.19,99.75
ttdiesti,20,8,atlantico,16.92,16.74,16.55,16.36,16.17,15.98
pcrparin,1,13,bolivar,96.54,98.59,98.2,99.36,98.02,99.72
pcrparin,1,15,boyaca,75,85.71,76.92,86.67,87.5,93.33
ttdiesti,20,25,cundinamarca,17.65,17.45,17.25,17.06,16.86,16.66
pcrparin,1,15,boyaca,83.64,95.38,90.32,90.63,95.35,92.59
ttdiesti,20,23,cordoba,30.33,29.66,28.99,28.31,27.64,26.96
pcrparin,1,19,cauca,96.91,97.97,97.93,98.06,97.38,95.52
ttdiesti,20,25,cundinamarca,13.91,13.76,13.6,13.45,13.3,13.14
ttdiesti,20,68,santander,24.4,23.42,22.45,21.47,20.5,19.52
pbrmivih,1,20,cesar,NA,NA,NA,7.7,20,6.3
rtrmorpu,4,54,n.santander,81.2,58.89,50.53,27.76,50.49,93.52
pcrparin,1,70,sucre,97.41,97,93.6,98.8,99.48,100
ttdiesti,20,20,cesar,19.35,18.92,18.49,18.06,17.63,17.2
pcrparin,1,27,choco,98.18,98.4,96.92,97.28,98.26,99.27
pcrparin,1,52,narino,98.26,98.52,98.88,98.67,99.05,99.22
ttdiesti,20,19,cauca,24.8,24.25,23.7,23.15,22.6,22.05
pbretaia,1,73,tolima,NA,NA,NA,NA,NA,90.90909091
pcrparin,1,8,atlantico,98.57,98.55,98.59,99.1,99.3,100
pcrparin,1,66,risaralda,98.34646886,98.51693296,98.61723597,98.60565442,98.45415345,98.27440365
rtrmorpu,4,11,bogota,56.9,50.04,46.92,37.42,52.68,36.95
pcrparin,1,68,santander,100,97.67,100,98.86,97.98,98.82
ttdiesti,20,25,cundinamarca,16.7,16.51,16.33,16.14,15.96,15.77
ttdiesti,20,25,cundinamarca,16.14,15.96,15.78,15.6,15.42,15.24
pcrparin,1,23,cordoba,99.53,99.76,99.35,99.85,99.68,99.74
pcrparin,1,23,cordoba,99.17,99.32,99.64,99.68,99.72,99.68
ttdiesti,20,15,boyaca,20.35,19.54,18.72,17.91,17.09,16.28
pcrparin,1,73,tolima,86.96,85.79,96.2,94.61,98.1,99.24
ttdiesti,20,5,antioquia,18.49,18.28,18.08,17.87,17.67,17.46
pbrmivih,1,13,bolivar,NA,NA,NA,NA,NA,21.4
pcrparin,1,76,valle del cauca,99.18,99.48,99,98.61,99.46,99
pcrparin,1,13,bolivar,97.47,97.09,97.7,98.72,99.84,99.5
pbrmivih,1,68,santander,NA,NA,NA,18.2,4.2,NA
pcrparin,1,52,narino,93.27,91.82,91.79,93.33,95.33,100
pcrparin,1,17,caldas,90.49,98.39,99.36,97.55,97.7,98.96
ttdiesti,20,52,narino,14.98836215,14.70282207,14.41701153,14.13092708,13.84456522,13.55747595
pcrrncpn,1,13,bolivar,81.48,83.42,84.18,84.51,85.27,87.72
pgeembar,1,18,caqueta,32,NA,NA,NA,NA,18.2
pcrperca,1,25,cundinamarca,99.06687836,99.26249206,99.30805128,99.30440366,99.41810524,99.43568225
ttdiesti,20,15,boyaca,28.72,28.48,28.25,28.01,27.77,27.53
pcrrncpn,1,94,guainia,54.44,59.78,57.2,50.97,46.09,47.8
ttdiesti,20,68,santander,20.1,19.3,18.49,17.69,16.89,16.08
pcrparin,1,15,boyaca,92.31,96.55,93.88,100,97.37,95.12
ttdnesti,20,11,bogota,20.95410258,19.92267531,18.89124803,17.85982076,16.82839349,15.79696621
ttdiesti,20,41,huila,26.05,25.47,24.89,24.31,23.73,23.16
ttdiesti,20,47,magdalena,25.38,24.82,24.25,23.69,23.12,22.56
pbrmivih,1,86,putumayo,NA,NA,NA,NA,NA,NA
pcrparin,1,86,putumayo,89.51,91.56,95.3,94.29,83.83,94.28
pcrparin,1,13,bolivar,96.29,98.64,98.55,98.04,97.94,96.51
ptrldeng,1,15,boyaca,NA,NA,0,0,0,0
ttdiesti,20,15,boyaca,22.68,22.68,22.68,22.68,22.68,22.68
ttdnesti,20,8,atlantico,28.32684903,26.42847847,24.5301079,22.63173733,20.73336677,18.8349962
pcrparin,1,73,tolima,50.6,60.12,60.87,67.99,72.21,81.69
ttdiesti,20,20,cesar,29.79,29.13,28.47,27.8,27.14,26.48
pcrparin,1,5,antioquia,98.44,97.1,98.56,96.82,98.96,98.25
ttdiesti,20,15,boyaca,23.16,22.23,21.3,20.38,19.45,18.52
pcrrncpn,1,76,valle del cauca,86.33,87.66,88.2,88.69,88.55,90.81
pcrparin,1,41,huila,85.4,99.48,92.39,94.03,93.21,93.29
ttdiesti,20,25,cundinamarca,16.41,16.22,16.04,15.86,15.68,15.49
pcrparin,1,20,cesar,73,71.89,88.44,93.15,97.52,97.19
ttdiesti,20,88,san andres,26.19,25.61,25.03,24.45,23.87,23.28
pcrparin,1,52,narino,73.61,96.12,97.48,97.6,97.34,98.86
pcrparin,1,47,magdalena,99.35,100,98.94,95.35,98.48,100
cgrnacim,17,54,n.santander,23489,22397,22231,20869,20355,18739
pcrparin,1,5,antioquia,91.86,97.07,97.04,96.63,97.48,97.96
ttdiesti,20,11,bogota,14.25,14.08,13.91,13.74,13.57,13.4
pcrparin,1,5,antioquia,97.94370007,98.21544279,98.4285946,98.62266826,98.90989471,98.79294692
ttdiesti,20,76,valle del cauca,19.62,19.03,18.44,17.85,17.26,16.68
ttdiesti,20,15,boyaca,25.4,24.38,23.37,22.35,21.33,20.32
pcrparin,1,5,antioquia,93.42,90.57,93.75,90.91,96.88,95.74
ttdiesti,20,81,arauca,30.71,30.03,29.35,28.66,27.98,27.3
pcrparin,1,25,cundinamarca,96.67,92.59,94.44,92.86,89.29,95.65
ttdiesti,20,52,narino,24.17,23.63,23.09,22.56,22.02,21.48
rgrtgfec,3,18,caqueta,NA,NA,NA,NA,NA,NA
pcrparin,1,13,bolivar,63.54,74.52,79.49,76.37,87.92,95.15
pcrparin,1,73,tolima,96.88,97.48,97.58,97.75,97.63,98.54
pcrparin,1,5,antioquia,98.31,96.72,97.63,97.22,98.7,96.61
cgrnacim,17,41,huila,5181,5278,5649,5568,5517,5597
pcrrncpn,1,44,la guajira,71.34,73.27,75.57,72.9,74.47,71.14
ttdnesti,20,41,huila,41.71927105,37.60661159,33.49395213,29.38129266,25.2686332,21.15597373
ttdiesti,20,76,valle del cauca,14.73,14.28,13.84,13.4,12.96,12.52
pcrparin,1,13,bolivar,90.3,87.4,94.17,96.5,96.6,97.35
pcrparin,1,27,choco,100,100,94,83.56,91.23,75
ttdiesti,20,50,meta,26.68,26.3,25.93,25.55,25.17,24.8
pcrparin,1,41,huila,96.58,98.53,100,100,99.02,97.98
ctrmormt,17,20,cesar,7,12,12,13,9,22
ttdiesti,20,20,cesar,22.55119619,22.06795417,21.58514269,21.10235292,20.61956687,20.13724977
ttdiesti,20,5,antioquia,17.03,16.84,16.65,16.46,16.27,16.08
caelacex,5,76,valle del cauca,NA,NA,NA,NA,NA,1.6
pcrparin,1,70,sucre,96.89,98.46,99.2,99.63,99.59,99.35
ptrldeng,1,95,guaviare,NA,NA,0,8.33,50,0
igrtgfec,2,85,casanare,NA,NA,NA,NA,NA,NA
pcrparin,1,15,boyaca,94.44,100,100,93.75,100,100
pcrparin,1,5,antioquia,93.08,94.12,93.89,92.56,96.72,95.83
pcrparin,1,25,cundinamarca,97.74,99.04,99.41,98.11,97.99,98.08
pcrparin,1,41,huila,86.3,87.55,93.66,92.7,95.75,93.2
ttdiesti,20,19,cauca,25.11,24.55,23.99,23.43,22.87,22.32
ttdiesti,20,52,narino,21.59,21.11,20.63,20.15,19.67,19.19
ttdiesti,20,15,boyaca,16.56,16.06,15.56,15.07,14.57,14.07
ttdiesti,20,68,santander,22.99,22.07,21.15,20.23,19.31,18.39
ttdiesti,20,25,cundinamarca,14,13.85,13.69,13.54,13.38,13.23
ttdiesti,20,15,boyaca,28.08,27.27,26.47,25.66,24.86,24.05
ptrldeng,1,88,san andres,NA,NA,NA,NA,0,NA
ttdiesti,20,63,quindio,16.49,16,15.5,15.01,14.51,14.02
pcrparin,1,25,cundinamarca,99.42,100,99.67,100,100,99.07
pbepredc,1,13,bolivar,13.5,NA,NA,NA,NA,10.8
pcrparin,1,68,santander,98.5,98.54,99.37,100,100,100
pcrparin,1,86,putumayo,99.04,99.21,99.62,99.41,99.38,99.6
ptrldeng,1,73,tolima,NA,NA,0,0,0,6
ttdiesti,20,86,putumayo,30.58,29.9,29.22,28.54,27.86,27.18
ttdiesti,20,68,santander,12.22,11.73,11.24,10.75,10.26,9.77
ttdiesti,20,86,putumayo,22.30315133,21.90799405,21.51031683,21.11000326,20.70915127,20.30539543
pcrrncpn,1,8,atlantico,83.62,81.86,82.3,81.54,82.4,83.65
pcrparin,1,25,cundinamarca,99.47,98.76,99.49,99.32,99.33,98.01
pcrparin,1,68,santander,99.59,100,100,99.61,99.87,99.73
pcrparin,1,27,choco,64.71,70.64,63.73,72.38,71.3,69.72
pcrparin,1,76,valle del cauca,96.09,96.53,98.45,97.31,97.58,98.67
pcrperca,1,5,antioquia,97.78942474,98.16233097,98.3950684,98.62266826,98.9389797,98.84665056
ttdiesti,20,5,antioquia,16.72,16.53,16.35,16.16,15.97,15.79
ttdiesti,20,5,antioquia,26.97,26.37,25.77,25.17,24.57,23.97
ttdiesti,20,17,caldas,18.66,18.1,17.54,16.98,16.42,15.87
ttdiesti,20,8,atlantico,18.88,18.67,18.46,18.25,18.04,17.83
ttdnesti,20,86,putumayo,53.31135023,48.22720526,43.1430603,38.05891534,32.97477037,27.89062541
pcrperca,1,97,vaupes,45.08050089,49.38917976,57.54716981,49.64936886,50.80906149,47.22662441
pcrparin,1,73,tolima,90.5,91.79,94.48,97.66,98.16,98
ttdiesti,20,5,antioquia,22.15,21.9,21.66,21.41,21.17,20.92
pbepredc,1,91,amazonas,NA,NA,NA,NA,NA,28.6
ttdiesti,20,5,antioquia,27.88,27.26,26.64,26.02,25.4,24.78
pcrrncpn,1,73,tolima,75.22,76.32,78.98,80.81,82.8,85.63
ttdiesti,20,25,cundinamarca,22.76,22.56,22.36,22.16,21.95,21.75
ttdiesti,20,25,cundinamarca,17.21,16.83,16.44,16.06,15.68,15.3
ttdiesti,20,5,antioquia,11.14,11.09,11.04,10.99,10.94,10.89
pcrparin,1,19,cauca,41.65,40.65,57.52,72.48,69.38,69.43
pcrparin,1,94,guainia,100,100,NA,66.67,75,33.33
ttdiesti,20,8,atlantico,24.93,24.66,24.38,24.1,23.83,23.55
pcrrncpn,1,91,amazonas,63.19,61.36,61.3,58.2,52.82,48.49
pcrparin,1,25,cundinamarca,94.12,96.32,95.87,95.71,96.77,90.67
ttdiesti,20,76,valle del cauca,16.7,16.2,15.69,15.19,14.69,14.19
rtrmorpu,4,73,tolima,77.27,87.74,63.65,60.04,48.27,76.66
ttdiesti,20,15,boyaca,22.46,21.56,20.66,19.76,18.87,17.97
ttdiesti,20,68,santander,34.54,33.15,31.77,30.39,29.01,27.63
pcrrncpn,1,66,risaralda,85.11,85.82,86.7,86.86,87.14,90.61
pcrparin,1,73,tolima,89.41,88.78,93.02,100,97.14,94.83
ttdiesti,20,23,cordoba,32.02,32.02,32.02,32.02,32.02,32.02
rtrmorpu,4,70,sucre,51.51,66.41,99.72,43.69,77.17,62.8
ttdiesti,20,25,cundinamarca,18.3,17.9,17.49,17.08,16.68,16.27
ttdiesti,20,19,cauca,15.2,14.86,14.52,14.18,13.84,13.51
pcrparin,1,54,n.santander,95.33,96.89,98.45,96.49,97.66,96.69
ttdnesti,20,20,cesar,49.56380156,44.4539849,39.34416823,34.23435156,29.12453489,24.01471822
pcrparin,1,68,santander,90.7,89.39,90.38,100,94.55,100
pbepredc,1,85,casanare,NA,NA,NA,NA,NA,10.1
pcrparin,1,68,santander,78.25,82.42,86.79,92.55,96.67,98.94
pbrmivih,1,25,cundinamarca,NA,NA,NA,14.3,NA,8.3
pcrparin,1,5,antioquia,95.53,95.22,96.95,98.01,99.19,97.18
ttdiesti,20,13,bolivar,33.29,33.29,33.29,33.29,33.29,33.29
ttdiesti,20,50,meta,40.3,40.3,40.3,40.3,40.3,40.3
ttdiesti,20,5,antioquia,26.47,25.88,25.29,24.71,24.12,23.53
pcrparin,1,68,santander,97.73,96.77,96.88,100,100,100
ttdiesti,20,15,boyaca,20.34,19.52,18.71,17.9,17.08,16.27
pcrparin,1,68,santander,94.17,97.93,99.22,98.5,97.08,95.83
pcrparin,1,15,boyaca,100,96.61,94.74,100,97.5,94.29
ttdiesti,20,52,narino,23.26,22.74,22.22,21.71,21.19,20.67
ttdiesti,20,23,cordoba,24.41,23.87,23.32,22.78,22.24,21.7
pcrparin,1,52,narino,96.52,99.5,99.58,99.33,99.46,99.54
pcrparin,1,85,casanare,94.96,97.5,94.57,97.01,93.27,97.78
ttdiesti,20,5,antioquia,20.94,20.7,20.47,20.24,20.01,19.77
ttdiesti,20,41,huila,21.97,21.48,20.99,20.5,20.01,19.53
pcrparin,1,27,choco,84,64.06,74.32,74.63,67.24,67.69
pcrparin,1,19,cauca,96.75,99.22,99.17,97.5,99.28,98.02
rtrmorpu,4,20,cesar,34.28,57.44,58.98,61.75,43.25,117.26
ttdiesti,20,63,quindio,16.28,15.8,15.31,14.82,14.33,13.84
rtrmorpu,4,18,caqueta,110.36,139.02,150.75,55.49,95.58,194.34
ttdiesti,20,66,risaralda,19.99,19.39,18.79,18.19,17.59,16.99
pbepredc,1,97,vaupes,NA,NA,NA,NA,NA,34.6
ttdiesti,20,52,narino,22.98,22.47,21.96,21.45,20.94,20.43
ttdiesti,20,52,narino,27.52,27.52,27.52,27.52,27.52,27.52
pcrparin,1,20,cesar,97.36,98.76,98.54,98.85,97.92,98.55
pcrparin,1,27,choco,90.24,89.11,89.2,94.03,95.67,93.16
pcrparin,1,44,la guajira,97.44,96.65,99.34,98.92,99.44,98.45
rtrmorpu,4,86,putumayo,57.6,95.95,139.89,84.71,126.13,242.19
pcrparin,1,15,boyaca,96.47712323,97.90738423,97.66386126,98.19204918,98.2665454,98.51864369
pcrparin,1,25,cundinamarca,100,97.95,99.53,97.62,98.96,99.45
pcrparin,1,52,narino,80,92.52,97.79,97.67,94.4,99.02
ttdiesti,20,41,huila,19.98399212,19.67199672,19.36134611,19.05202872,18.74449169,18.43789835
pcrparin,1,17,caldas,96.22,96.33,96.05,97.63,98.39,98.86
ttdiesti,20,25,cundinamarca,15.18,14.84,14.5,14.16,13.83,13.49
pcrparin,1,27,choco,56.1,51.49,58.7,76.4,69.32,80.81
pbretaia,1,66,risaralda,NA,NA,NA,NA,NA,33.33333333
